s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1
 1.8840013E+002, 2.3063747E+003,-1.1725422E+003, 1.2867509E+000,-9.7301462E+002,-1.4401870E-001, 7.0950190E+001, 0.0000000E+000, 2.5410031E+002, 2.3291085E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5851936E+004
 1.8872708E+002, 2.2924925E+003,-1.2021096E+003, 1.2856998E+000,-9.7850554E+002,-1.3498902E-001, 4.9837591E+001, 0.0000000E+000, 1.8325630E+002, 1.6286560E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5865660E+004
 1.8904643E+002, 2.2998397E+003,-1.2062382E+003, 1.3115537E+000,-9.8571565E+002,-1.3969436E-001, 4.5520789E+001, 0.0000000E+000, 1.4392116E+002, 1.5457853E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5876680E+004
 1.8932014E+002, 2.2272783E+003,-1.1698169E+003, 1.3132320E+000,-9.8846517E+002,-1.4204116E-001, 3.8705009E+001, 0.0000000E+000, 1.2540978E+002, 1.0887253E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5885613E+004
 1.8962489E+002, 2.2440147E+003,-1.1751296E+003, 1.3018622E+000,-9.8729147E+002,-1.4286570E-001, 4.0471555E+001, 0.0000000E+000, 1.2190390E+002, 1.2322415E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5895380E+004
 1.8992964E+002, 2.2932649E+003,-1.1931763E+003, 1.2879854E+000,-9.8543794E+002,-1.4101254E-001, 5.1846078E+001, 0.0000000E+000, 1.4826967E+002, 1.6764370E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5907268E+004
 1.9024658E+002, 2.2949365E+003,-1.1719090E+003, 1.2900850E+000,-9.8545219E+002,-1.4201384E-001, 6.2341276E+001, 0.0000000E+000, 1.9880296E+002, 2.0106466E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5922991E+004
 1.9054158E+002, 2.3040483E+003,-1.1660990E+003, 1.3089693E+000,-9.8805768E+002,-1.4378067E-001, 6.8874083E+001, 0.0000000E+000, 2.3461551E+002, 2.1993090E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5939528E+004
 1.9083658E+002, 2.2828929E+003,-1.2038546E+003, 1.2999835E+000,-9.8934884E+002,-1.4335400E-001, 4.6422117E+001, 0.0000000E+000, 1.4914454E+002, 1.3726820E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5950673E+004
 1.9113158E+002, 2.3117195E+003,-1.1980110E+003, 1.2981663E+000,-9.8809393E+002,-1.4227500E-001, 5.6574861E+001, 0.0000000E+000, 1.8446422E+002, 1.8334529E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5963800E+004
 1.9142657E+002, 2.3535963E+003,-1.2067523E+003, 1.2984091E+000,-9.8718510E+002,-1.4362310E-001, 6.5215646E+001, 0.0000000E+000, 2.0701117E+002, 2.2602938E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5978501E+004
 1.9172157E+002, 2.3609378E+003,-1.1870749E+003, 1.2977792E+000,-9.8626465E+002,-1.4521197E-001, 7.9643388E+001, 0.0000000E+000, 2.7118919E+002, 2.6839416E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5997430E+004
 1.9201657E+002, 2.2231197E+003,-1.1652793E+003, 1.2853967E+000,-9.8397247E+002,-1.4518016E-001, 4.0967433E+001, 0.0000000E+000, 1.4918189E+002, 1.1597557E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6008581E+004
 1.9232632E+002, 2.1702343E+003,-1.1491361E+003, 1.2915345E+000,-9.8180476E+002,-1.4487188E-001, 1.7339062E+001, 0.0000000E+000, 4.6915382E+001, 5.7779205E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6012702E+004
 1.9265082E+002, 2.2159678E+003,-1.1653663E+003, 1.2980651E+000,-9.8366211E+002,-1.4373115E-001, 2.6379338E+001, 0.0000000E+000, 8.7883303E+001, 9.4473125E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6019324E+004
 1.9295578E+002, 2.2814149E+003,-1.2088973E+003, 1.2948247E+000,-9.9037679E+002,-1.4068640E-001, 3.2022294E+001, 0.0000000E+000, 1.1209305E+002, 1.1531720E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6026781E+004
 1.9324121E+002, 2.3481323E+003,-1.2251660E+003, 1.2964324E+000,-9.9908590E+002,-1.4006852E-001, 5.1280644E+001, 0.0000000E+000, 1.7010152E+002, 1.7631743E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6037703E+004
 1.9350032E+002, 2.3614707E+003,-1.2458268E+003, 1.3169475E+000,-1.0041458E+003,-1.4364179E-001, 5.7102111E+001, 0.0000000E+000, 1.9923180E+002, 1.6977350E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6049876E+004
 1.9384947E+002, 2.3180692E+003,-1.2128266E+003, 1.2936414E+000,-1.0022696E+003,-1.4051479E-001, 5.1300406E+001, 0.0000000E+000, 1.5635894E+002, 1.5542655E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6064212E+004
 1.9415790E+002, 2.2942029E+003,-1.2086829E+003, 1.2759446E+000,-9.9879987E+002,-1.4106705E-001, 4.3076050E+001, 0.0000000E+000, 1.3631993E+002, 1.3093102E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6075111E+004
 1.9443315E+002, 2.2863953E+003,-1.2034469E+003, 1.2929801E+000,-9.9583402E+002,-1.4112425E-001, 4.2425724E+001, 0.0000000E+000, 1.3320163E+002, 1.3069190E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6084492E+004
 1.9476155E+002, 2.3810960E+003,-1.2292545E+003, 1.2873835E+000,-9.9160719E+002,-1.4162131E-001, 6.6826703E+001, 0.0000000E+000, 2.1125812E+002, 2.2820676E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6101098E+004
 1.9501167E+002, 2.3175477E+003,-1.1964609E+003, 1.2737351E+000,-9.8859626E+002,-1.4283316E-001, 6.1736742E+001, 0.0000000E+000, 2.0451848E+002, 1.9535813E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6113865E+004
 1.9532431E+002, 2.3248999E+003,-1.1972740E+003, 1.2897342E+000,-9.8969514E+002,-1.4089867E-001, 5.7531561E+001, 0.0000000E+000, 1.8809034E+002, 1.9661112E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6127781E+004
 1.9563695E+002, 2.3874995E+003,-1.2180434E+003, 1.3027811E+000,-9.9172360E+002,-1.4485845E-001, 7.6860944E+001, 0.0000000E+000, 2.6887297E+002, 2.5575137E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6147188E+004
 1.9594957E+002, 2.3251323E+003,-1.1902626E+003, 1.3023595E+000,-9.9229773E+002,-1.4696215E-001, 6.9246156E+001, 0.0000000E+000, 2.1006622E+002, 2.1297361E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6164049E+004
 1.9626221E+002, 2.2786186E+003,-1.1789217E+003, 1.2905543E+000,-9.8817144E+002,-1.4711094E-001, 5.8472328E+001, 0.0000000E+000, 1.9177354E+002, 1.7114124E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6179555E+004
 1.9651233E+002, 2.2828220E+003,-1.1837174E+003, 1.2950601E+000,-9.8442657E+002,-1.4623457E-001, 4.5301182E+001, 0.0000000E+000, 1.3044146E+002, 1.6112805E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6187902E+004
 1.9682497E+002, 2.3263219E+003,-1.2289975E+003, 1.2878443E+000,-9.8467314E+002,-1.4538610E-001, 4.7723723E+001, 0.0000000E+000, 1.7178134E+002, 1.6151749E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6200513E+004
 1.9713760E+002, 2.2448289E+003,-1.2008989E+003, 1.2936074E+000,-9.8771584E+002,-1.4440153E-001, 2.7036718E+001, 0.0000000E+000, 9.3178281E+001, 8.4400122E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6207657E+004
 1.9741272E+002, 2.2667495E+003,-1.1809912E+003, 1.2846095E+000,-9.9296166E+002,-1.3943212E-001, 3.5639776E+001, 0.0000000E+000, 1.0250192E+002, 1.2958164E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6214191E+004
 1.9770172E+002, 2.3419844E+003,-1.2111781E+003, 1.2636072E+000,-9.9953807E+002,-1.3184075E-001, 5.6181258E+001, 0.0000000E+000, 1.8538679E+002, 1.8858119E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6226849E+004
 1.9801804E+002, 2.3699383E+003,-1.2410620E+003, 1.2810384E+000,-1.0050313E+003,-1.3548491E-001, 6.2648651E+001, 0.0000000E+000, 2.1836194E+002, 1.8763922E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6243594E+004
 1.9835179E+002, 2.3380630E+003,-1.2359715E+003, 1.3043623E+000,-1.0043149E+003,-1.3994116E-001, 4.9632667E+001, 0.0000000E+000, 1.5766009E+002, 1.4857368E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6256831E+004
 1.9864879E+002, 2.3308147E+003,-1.2257782E+003, 1.2888569E+000,-9.9703599E+002,-1.3993891E-001, 5.5446756E+001, 0.0000000E+000, 1.5473386E+002, 1.6459623E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6269409E+004
 1.9891675E+002, 2.3462720E+003,-1.2094519E+003, 1.2753491E+000,-9.8831280E+002,-1.4233210E-001, 6.5687709E+001, 0.0000000E+000, 2.1325139E+002, 2.1532809E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6283564E+004
 1.9923509E+002, 2.3756731E+003,-1.2075676E+003, 1.2846802E+000,-9.8496643E+002,-1.4514363E-001, 7.7343863E+001, 0.0000000E+000, 2.5392860E+002, 2.6162247E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6302843E+004
 1.9955934E+002, 2.3320627E+003,-1.1740792E+003, 1.2966181E+000,-9.8393110E+002,-1.4592065E-001, 7.5023074E+001, 0.0000000E+000, 2.5178332E+002, 2.5022616E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6322321E+004
 1.9984561E+002, 2.4341421E+003,-1.2203807E+003, 1.2923056E+000,-9.8632996E+002,-1.4431599E-001, 9.1796603E+001, 0.0000000E+000, 3.1004636E+002, 3.2037609E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6342950E+004
 2.0010936E+002, 2.3619442E+003,-1.2259122E+003, 1.2679936E+000,-9.8918145E+002,-1.4023729E-001, 6.4869940E+001, 0.0000000E+000, 2.4217820E+002, 2.1284824E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6357738E+004
 2.0044539E+002, 2.3007346E+003,-1.2084936E+003, 1.2963276E+000,-9.9042313E+002,-1.4006832E-001, 4.2007383E+001, 0.0000000E+000, 1.4223974E+002, 1.4498149E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6368912E+004
 2.0075093E+002, 2.2695289E+003,-1.2051445E+003, 1.3011483E+000,-9.9155623E+002,-1.4239691E-001, 3.4317646E+001, 0.0000000E+000, 1.1328118E+002, 1.0830453E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6377675E+004
 2.0101369E+002, 2.2097492E+003,-1.1917910E+003, 1.2927783E+000,-9.9253835E+002,-1.4611254E-001, 1.6027769E+001, 0.0000000E+000, 5.3016347E+001, 4.2594283E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6381559E+004
 2.0134978E+002, 2.2128771E+003,-1.2107036E+003, 1.3108201E+000,-9.9280921E+002,-1.4620545E-001, 9.9052250E+000, 0.0000000E+000, 2.1178050E+001, 2.0434051E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6384032E+004
 2.0161865E+002, 2.1901677E+003,-1.1756071E+003, 1.3109977E+000,-9.9362755E+002,-1.4424847E-001, 1.7359992E+001, 0.0000000E+000, 4.1490894E+001, 3.9459744E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6387536E+004
 2.0195474E+002, 2.1942485E+003,-1.1586109E+003, 1.2992646E+000,-9.9708464E+002,-1.3996689E-001, 2.2320135E+001, 0.0000000E+000, 5.2282205E+001, 6.2032422E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6392781E+004
 2.0222362E+002, 2.3461891E+003,-1.2435127E+003, 1.2815104E+000,-1.0023383E+003,-1.3763721E-001, 4.6288192E+001, 0.0000000E+000, 1.5698480E+002, 1.4777009E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6402337E+004
 2.0252286E+002, 2.4653172E+003,-1.2956386E+003, 1.2716449E+000,-1.0018565E+003,-1.4095443E-001, 7.2950002E+001, 0.0000000E+000, 2.3332744E+002, 2.4190274E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6419396E+004
 2.0281287E+002, 2.4145365E+003,-1.2544507E+003, 1.2709109E+000,-9.9759607E+002,-1.4317176E-001, 7.0211875E+001, 0.0000000E+000, 2.2019256E+002, 2.3382939E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6435412E+004
 2.0310869E+002, 2.3542311E+003,-1.2001066E+003, 1.2945135E+000,-9.9361915E+002,-1.4354734E-001, 7.7341731E+001, 0.0000000E+000, 2.5678457E+002, 2.3899802E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6454356E+004
 2.0342770E+002, 2.2754765E+003,-1.1782387E+003, 1.3039628E+000,-9.9159142E+002,-1.4432666E-001, 5.6266167E+001, 0.0000000E+000, 1.6715429E+002, 1.6307221E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6468766E+004
 2.0374672E+002, 2.2299384E+003,-1.1454120E+003, 1.2948704E+000,-9.9099718E+002,-1.4551556E-001, 4.6665947E+001, 0.0000000E+000, 1.4360808E+002, 1.4134450E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6480912E+004
 2.0401469E+002, 2.2257938E+003,-1.1541840E+003, 1.2989868E+000,-9.9460980E+002,-1.4521115E-001, 3.5145734E+001, 0.0000000E+000, 1.1040565E+002, 1.1329951E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6488393E+004
 2.0436562E+002, 2.2582491E+003,-1.1861661E+003, 1.3001389E+000,-9.9945363E+002,-1.4596620E-001, 3.3549652E+001, 0.0000000E+000, 1.1133533E+002, 1.0733320E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6497612E+004
 2.0464635E+002, 2.2952203E+003,-1.2163818E+003, 1.2948419E+000,-1.0020126E+003,-1.4577184E-001, 3.9759845E+001, 0.0000000E+000, 1.2926248E+002, 1.1773474E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6506772E+004
 2.0492709E+002, 2.2506795E+003,-1.2105726E+003, 1.2888716E+000,-1.0004882E+003,-1.4363570E-001, 2.4849425E+001, 0.0000000E+000, 7.8193530E+001, 6.5613390E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6512925E+004
 2.0520782E+002, 2.2516610E+003,-1.2003912E+003, 1.2844329E+000,-9.9877561E+002,-1.4169402E-001, 2.3150116E+001, 0.0000000E+000, 6.2542819E+001, 7.6787090E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6517751E+004
 2.0555875E+002, 2.3374872E+003,-1.2523838E+003, 1.2672149E+000,-9.9928869E+002,-1.4131588E-001, 3.0507854E+001, 0.0000000E+000, 1.0729491E+002, 1.1744853E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6526077E+004
 2.0584650E+002, 2.3763891E+003,-1.2889132E+003, 1.2567640E+000,-1.0014971E+003,-1.3825723E-001, 3.1575278E+001, 0.0000000E+000, 1.2336559E+002, 1.1867256E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6533584E+004
 2.0615530E+002, 2.3534562E+003,-1.2590418E+003, 1.2969445E+000,-1.0041358E+003,-1.3897687E-001, 3.8990978E+001, 0.0000000E+000, 1.2558722E+002, 1.3042752E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6542749E+004
 2.0644389E+002, 2.2727758E+003,-1.2339998E+003, 1.3091528E+000,-1.0049709E+003,-1.4076002E-001, 2.7958416E+001, 0.0000000E+000, 9.2376743E+001, 6.2931875E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6549905E+004
 2.0674956E+002, 2.2818841E+003,-1.2161066E+003, 1.3024354E+000,-1.0026595E+003,-1.4043907E-001, 3.3773324E+001, 0.0000000E+000, 7.9400426E+001, 9.8053351E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6557245E+004
 2.0700601E+002, 2.3202703E+003,-1.1783729E+003, 1.2889784E+000,-1.0019463E+003,-1.3794777E-001, 6.0686981E+001, 0.0000000E+000, 1.7311578E+002, 2.0178904E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6568667E+004
 2.0733405E+002, 2.4497834E+003,-1.1845236E+003, 1.2717681E+000,-1.0022749E+003,-1.3992695E-001, 1.1046343E+002, 0.0000000E+000, 3.6424921E+002, 3.7458016E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6596957E+004
 2.0763905E+002, 2.5075158E+003,-1.2638428E+003, 1.2743612E+000,-1.0007998E+003,-1.4445990E-001, 1.0625006E+002, 0.0000000E+000, 3.6322665E+002, 3.5025320E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6623488E+004
 2.0793448E+002, 2.3759877E+003,-1.2353439E+003, 1.2741855E+000,-1.0011029E+003,-1.4395789E-001, 6.4851358E+001, 0.0000000E+000, 2.2310730E+002, 2.0552249E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6639695E+004
 2.0821486E+002, 2.2722799E+003,-1.1903416E+003, 1.2907786E+000,-1.0034960E+003,-1.4417873E-001, 3.8085569E+001, 0.0000000E+000, 1.2665996E+002, 1.1767447E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6648672E+004
 2.0856532E+002, 2.2272724E+003,-1.1836703E+003, 1.3134774E+000,-1.0077219E+003,-1.4544516E-001, 2.3852707E+001, 0.0000000E+000, 7.8959168E+001, 6.0900917E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6656105E+004
 2.0885271E+002, 2.1392444E+003,-1.1705697E+003, 1.3117626E+000,-1.0115113E+003,-1.4637179E-001,-6.5524107E+000, 0.0000000E+000,-3.0843744E+001,-4.8223617E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6655258E+004
 2.0916112E+002, 2.1032264E+003,-1.1697097E+003, 1.3032425E+000,-1.0139848E+003,-1.4433090E-001,-2.3703765E+001, 0.0000000E+000,-9.0812524E+001,-1.0301291E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6649721E+004
 2.0942918E+002, 2.1947904E+003,-1.2308681E+003, 1.2896569E+000,-1.0167211E+003,-1.4207275E-001,-1.6139523E+001, 0.0000000E+000,-7.4730078E+001,-6.7790752E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6645583E+004
 2.0976427E+002, 2.3236166E+003,-1.2512171E+003, 1.2763158E+000,-1.0180858E+003,-1.4151797E-001, 2.2944557E+001, 0.0000000E+000, 5.4764401E+001, 7.8393050E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6650354E+004
 2.1003233E+002, 2.4788734E+003,-1.3144140E+003, 1.2560607E+000,-1.0179798E+003,-1.3719750E-001, 5.6793153E+001, 0.0000000E+000, 1.9549244E+002, 2.0439164E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6662173E+004
 2.1035278E+002, 2.4612611E+003,-1.3233227E+003, 1.2573818E+000,-1.0153196E+003,-1.3846893E-001, 5.2394462E+001, 0.0000000E+000, 1.8594741E+002, 1.7613219E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6675767E+004
 2.1065126E+002, 2.4099179E+003,-1.2760158E+003, 1.2675210E+000,-1.0081178E+003,-1.4185007E-001, 5.4345009E+001, 0.0000000E+000, 1.7544757E+002, 1.8125501E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6688745E+004
 2.1094974E+002, 2.2818744E+003,-1.2157828E+003, 1.2841342E+000,-1.0020391E+003,-1.4326427E-001, 3.2770277E+001, 0.0000000E+000, 1.0459510E+002, 9.7963683E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6697007E+004
 2.1126015E+002, 2.2453974E+003,-1.1980405E+003, 1.3003413E+000,-9.9999776E+002,-1.4243541E-001, 3.0000876E+001, 0.0000000E+000, 9.3033547E+001, 7.8517929E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6704567E+004
 2.1150034E+002, 2.2598880E+003,-1.2122291E+003, 1.2875647E+000,-9.9822078E+002,-1.4233628E-001, 2.9476201E+001, 0.0000000E+000, 7.0370892E+001, 8.0059538E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6709898E+004
 2.1185518E+002, 2.2797678E+003,-1.1848328E+003, 1.2688750E+000,-9.9657037E+002,-1.4112239E-001, 4.4736863E+001, 0.0000000E+000, 1.3724651E+002, 1.4422925E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6722427E+004
 2.1211115E+002, 2.4017319E+003,-1.2036819E+003, 1.2804486E+000,-9.9872636E+002,-1.4410765E-001, 7.5830749E+001, 0.0000000E+000, 2.4141862E+002, 2.7629072E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6736513E+004
 2.1245468E+002, 2.5020950E+003,-1.2550936E+003, 1.2748434E+000,-1.0018421E+003,-1.4279120E-001, 1.0464076E+002, 0.0000000E+000, 3.5824698E+002, 3.5093214E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6765444E+004
 2.1275243E+002, 2.3537059E+003,-1.2382811E+003, 1.2753957E+000,-1.0012995E+003,-1.4597052E-001, 5.6922668E+001, 0.0000000E+000, 2.0245332E+002, 1.7217736E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6780396E+004
 2.1300436E+002, 2.2698825E+003,-1.2131437E+003, 1.2875244E+000,-1.0000007E+003,-1.4536771E-001, 2.4646228E+001, 0.0000000E+000, 8.0826318E+001, 8.2526464E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6785583E+004
 2.1331927E+002, 2.2576880E+003,-1.2312327E+003, 1.2701725E+000,-1.0007261E+003,-1.4468444E-001, 7.8694259E+000, 0.0000000E+000, 4.1615822E+001, 3.4724067E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6788082E+004
 2.1366568E+002, 2.2515481E+003,-1.2466915E+003, 1.2875781E+000,-1.0033822E+003,-1.4595241E-001,-2.2496588E+000, 0.0000000E+000,-7.5783362E+000, 3.6641322E-001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6787128E+004
 2.1391409E+002, 2.2806628E+003,-1.2491187E+003, 1.2913548E+000,-1.0085731E+003,-1.4625374E-001, 9.0922560E+000, 0.0000000E+000, 3.4317971E+001, 3.3208347E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6788941E+004
 2.1424945E+002, 2.2501850E+003,-1.2129136E+003, 1.2970550E+000,-1.0151182E+003,-1.4374548E-001, 1.6494882E+001, 0.0000000E+000, 4.1084045E+001, 3.9801424E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6792904E+004
 2.1450583E+002, 2.2768297E+003,-1.1451070E+003, 1.2905762E+000,-1.0202969E+003,-1.4107318E-001, 5.3891395E+001, 0.0000000E+000, 1.2789922E+002, 1.6646664E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6802341E+004
 2.1484549E+002, 2.2472255E+003,-1.1608049E+003, 1.2667688E+000,-1.0240276E+003,-1.4075665E-001, 4.0544296E+001, 0.0000000E+000, 1.3135772E+002, 1.0406336E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6814597E+004
 2.1513890E+002, 2.3206170E+003,-1.2601794E+003, 1.2746700E+000,-1.0276843E+003,-1.3999001E-001, 2.2907796E+001, 0.0000000E+000, 7.0446686E+001, 5.6795781E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6820262E+004
 2.1543231E+002, 2.3776736E+003,-1.3005596E+003, 1.2804236E+000,-1.0301991E+003,-1.4285350E-001, 2.5804516E+001, 0.0000000E+000, 8.3605523E+001, 7.3856994E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6826211E+004
 2.1572574E+002, 2.3730520E+003,-1.2775848E+003, 1.2776807E+000,-1.0254534E+003,-1.4377905E-001, 3.9575897E+001, 0.0000000E+000, 1.0904488E+002, 1.1072362E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6835084E+004
 2.1601915E+002, 2.2770628E+003,-1.2045931E+003, 1.2501183E+000,-1.0132469E+003,-1.4390257E-001, 3.6772847E+001, 0.0000000E+000, 9.8788950E+001, 9.7101890E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6844041E+004
 2.1634190E+002, 2.2327339E+003,-1.1979610E+003, 1.2450449E+000,-1.0024047E+003,-1.4158060E-001, 1.7067840E+001, 0.0000000E+000, 3.8992858E+001, 5.0539559E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6848317E+004
 2.1660657E+002, 2.2542185E+003,-1.2016876E+003, 1.2681995E+000,-9.9954841E+002,-1.4232038E-001, 2.9631060E+001, 0.0000000E+000, 8.8263012E+001, 8.3739408E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6854571E+004
 2.1691623E+002, 2.2515573E+003,-1.1980483E+003, 1.2751619E+000,-9.9997127E+002,-1.4140740E-001, 2.9319532E+001, 0.0000000E+000, 8.4819392E+001, 8.3991008E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6861871E+004
 2.1722701E+002, 2.2517001E+003,-1.1909535E+003, 1.2717850E+000,-1.0031729E+003,-1.4147293E-001, 2.5748039E+001, 0.0000000E+000, 7.8488680E+001, 8.4452095E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6868105E+004
 2.1751170E+002, 2.3371754E+003,-1.2510014E+003, 1.2790448E+000,-1.0070834E+003,-1.4042373E-001, 3.4853445E+001, 0.0000000E+000, 1.2265375E+002, 1.1508260E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.6876052E+004
